,date,numbikes,year,month,dayofweek
2977,2014-08-17,10588,2014,8,6
2978,2014-08-18,10714,2014,8,0
2979,2014-08-19,10530,2014,8,1
2980,2014-08-20,9150,2014,8,2
2981,2014-08-21,9735,2014,8,3
2982,2014-08-22,10244,2014,8,4
2983,2014-08-23,6431,2014,8,5
2984,2014-08-24,10792,2014,8,6
2985,2014-08-25,10744,2014,8,0
2986,2014-08-26,10874,2014,8,1
2987,2014-08-27,11138,2014,8,2
2988,2014-08-28,11061,2014,8,3
2989,2014-08-29,11612,2014,8,4
2990,2014-08-30,10214,2014,8,5
2991,2014-08-31,8940,2014,8,6
2992,2014-09-01,8303,2014,9,0
2993,2014-09-02,8623,2014,9,1
2994,2014-09-03,10412,2014,9,2
2995,2014-09-04,10830,2014,9,3
2996,2014-09-05,11006,2014,9,4
2997,2014-09-06,9315,2014,9,5
2998,2014-09-07,11229,2014,9,6
2999,2014-09-08,10377,2014,9,0
3000,2014-09-09,10978,2014,9,1
3001,2014-09-10,11233,2014,9,2
3002,2014-09-11,10997,2014,9,3
3003,2014-09-12,12179,2014,9,4
3004,2014-09-13,8207,2014,9,5
3005,2014-09-14,11911,2014,9,6
3006,2014-09-15,11348,2014,9,0
3007,2014-09-16,12134,2014,9,1
3008,2014-09-17,11633,2014,9,2
3009,2014-09-18,11507,2014,9,3
3010,2014-09-19,11855,2014,9,4
3011,2014-09-20,12677,2014,9,5
3012,2014-09-21,10737,2014,9,6
3013,2014-09-22,11002,2014,9,0
3014,2014-09-23,11592,2014,9,1
3015,2014-09-24,9309,2014,9,2
3016,2014-09-25,6645,2014,9,3
3017,2014-09-26,12131,2014,9,4
3018,2014-09-27,12626,2014,9,5
3019,2014-09-28,10904,2014,9,6
3020,2014-09-29,10628,2014,9,0
3021,2014-09-30,11608,2014,9,1
2229,2014-10-01,10550,2014,10,2
2230,2014-10-02,11697,2014,10,3
2231,2014-10-03,10903,2014,10,4
2232,2014-10-04,10642,2014,10,5
2233,2014-10-05,9647,2014,10,6
2234,2014-10-06,10655,2014,10,0
2235,2014-10-07,9464,2014,10,1
2236,2014-10-08,11261,2014,10,2
2237,2014-10-09,11230,2014,10,3
2238,2014-10-10,8144,2014,10,4
2239,2014-10-11,5697,2014,10,5
2240,2014-10-12,9419,2014,10,6
2241,2014-10-13,6611,2014,10,0
2242,2014-10-14,10900,2014,10,1
2243,2014-10-15,6100,2014,10,2
2244,2014-10-16,10076,2014,10,3
2245,2014-10-17,11940,2014,10,4
2246,2014-10-18,10848,2014,10,5
2247,2014-10-19,8121,2014,10,6
2248,2014-10-20,9426,2014,10,0
2249,2014-10-21,7467,2014,10,1
2250,2014-10-22,4386,2014,10,2
2251,2014-10-23,9754,2014,10,3
2252,2014-10-24,10453,2014,10,4
2253,2014-10-25,11182,2014,10,5
2254,2014-10-26,10253,2014,10,6
2255,2014-10-27,10538,2014,10,0
2256,2014-10-28,11582,2014,10,1
2257,2014-10-29,9396,2014,10,2
2258,2014-10-30,10045,2014,10,3
2259,2014-10-31,9575,2014,10,4
2260,2014-11-01,6064,2014,11,5
2261,2014-11-02,5643,2014,11,6
2262,2014-11-03,8563,2014,11,0
2263,2014-11-04,9809,2014,11,1
2264,2014-11-05,9118,2014,11,2
2265,2014-11-06,7306,2014,11,3
2266,2014-11-07,8690,2014,11,4
2267,2014-11-08,7551,2014,11,5
2268,2014-11-09,7826,2014,11,6
2269,2014-11-10,9294,2014,11,0
2270,2014-11-11,10772,2014,11,1
2271,2014-11-12,9539,2014,11,2
2272,2014-11-13,7124,2014,11,3
2273,2014-11-14,7018,2014,11,4
2274,2014-11-15,5938,2014,11,5
2275,2014-11-16,4737,2014,11,6
2276,2014-11-17,4083,2014,11,0
2277,2014-11-18,5528,2014,11,1
2278,2014-11-19,5982,2014,11,2
2279,2014-11-20,7235,2014,11,3
2280,2014-11-21,6345,2014,11,4
2281,2014-11-22,5561,2014,11,5
2282,2014-11-23,5560,2014,11,6
2283,2014-11-24,9142,2014,11,0
2284,2014-11-25,8127,2014,11,1
2285,2014-11-26,1424,2014,11,2
2286,2014-11-27,1843,2014,11,3
2287,2014-11-28,2609,2014,11,4
2288,2014-11-29,3651,2014,11,5
2289,2014-11-30,4966,2014,11,6
2290,2014-12-01,6314,2014,12,0
2291,2014-12-02,2653,2014,12,1
2292,2014-12-03,6853,2014,12,2
2293,2014-12-04,7332,2014,12,3
2294,2014-12-05,5986,2014,12,4
2295,2014-12-06,2677,2014,12,5
2296,2014-12-07,5253,2014,12,6
2297,2014-12-08,6026,2014,12,0
2298,2014-12-09,3290,2014,12,1
2299,2014-12-10,6697,2014,12,2
2300,2014-12-11,6320,2014,12,3
2301,2014-12-12,6760,2014,12,4
2302,2014-12-13,5623,2014,12,5
2303,2014-12-14,5247,2014,12,6
2304,2014-12-15,7638,2014,12,0
2305,2014-12-16,5947,2014,12,1
2306,2014-12-17,7369,2014,12,2
2307,2014-12-18,6313,2014,12,3
2308,2014-12-19,5867,2014,12,4
2309,2014-12-20,3847,2014,12,5
2310,2014-12-21,3552,2014,12,6
2311,2014-12-22,2963,2014,12,0
2312,2014-12-23,3720,2014,12,1
2313,2014-12-24,1212,2014,12,2
2314,2014-12-25,1635,2014,12,3
2315,2014-12-26,2911,2014,12,4
2316,2014-12-27,4181,2014,12,5
2317,2014-12-28,2861,2014,12,6
2318,2014-12-29,5142,2014,12,0
2319,2014-12-30,5162,2014,12,1
2320,2014-12-31,4209,2014,12,2
1583,2015-01-01,2578,2015,1,3
1584,2015-01-02,5108,2015,1,4
1585,2015-01-03,1703,2015,1,5
1586,2015-01-04,3658,2015,1,6
1587,2015-01-05,5222,2015,1,0
1588,2015-01-06,2060,2015,1,1
1589,2015-01-07,3035,2015,1,2
1590,2015-01-08,2952,2015,1,3
1591,2015-01-09,4214,2015,1,4
1592,2015-01-10,2673,2015,1,5
1593,2015-01-11,3451,2015,1,6
1594,2015-01-12,2155,2015,1,0
1595,2015-01-13,5473,2015,1,1
1596,2015-01-14,4555,2015,1,2
1597,2015-01-15,5774,2015,1,3
1598,2015-01-16,5683,2015,1,4
1599,2015-01-17,4217,2015,1,5
1600,2015-01-18,2523,2015,1,6
1601,2015-01-19,4634,2015,1,0
1602,2015-01-20,6263,2015,1,1
1603,2015-01-21,5350,2015,1,2
1604,2015-01-22,6369,2015,1,3
1605,2015-01-23,4733,2015,1,4
1606,2015-01-24,3472,2015,1,5
1607,2015-01-25,5159,2015,1,6
1608,2015-01-26,2429,2015,1,0
1609,2015-01-27,4067,2015,1,1
1610,2015-01-28,5094,2015,1,2
1611,2015-01-29,4628,2015,1,3
1612,2015-01-30,4848,2015,1,4
1613,2015-01-31,3331,2015,1,5
1614,2015-02-01,3587,2015,2,6
1615,2015-02-02,3881,2015,2,0
1616,2015-02-03,5117,2015,2,1
1617,2015-02-04,6074,2015,2,2
1618,2015-02-05,4986,2015,2,3
1619,2015-02-06,4927,2015,2,4
1620,2015-02-07,4925,2015,2,5
1621,2015-02-08,6647,2015,2,6
1622,2015-02-09,4939,2015,2,0
1623,2015-02-10,5667,2015,2,1
1624,2015-02-11,6592,2015,2,2
1625,2015-02-12,5439,2015,2,3
1626,2015-02-13,4010,2015,2,4
1627,2015-02-14,2933,2015,2,5
1628,2015-02-15,1041,2015,2,6
1629,2015-02-16,1315,2015,2,0
1630,2015-02-17,1178,2015,2,1
1631,2015-02-18,3143,2015,2,2
1632,2015-02-19,2682,2015,2,3
1633,2015-02-20,2484,2015,2,4
1634,2015-02-21,741,2015,2,5
1635,2015-02-22,1989,2015,2,6
1636,2015-02-23,3597,2015,2,0
1637,2015-02-24,3871,2015,2,1
1638,2015-02-25,4950,2015,2,2
1639,2015-02-26,3475,2015,2,3
1640,2015-02-27,4640,2015,2,4
1641,2015-02-28,3222,2015,2,5
1642,2015-03-01,768,2015,3,6
1643,2015-03-02,4067,2015,3,0
1644,2015-03-03,3831,2015,3,1
1645,2015-03-04,4141,2015,3,2
1646,2015-03-05,538,2015,3,3
1647,2015-03-06,1928,2015,3,4
1648,2015-03-07,3182,2015,3,5
1649,2015-03-08,5348,2015,3,6
1650,2015-03-09,7942,2015,3,0
1651,2015-03-10,3941,2015,3,1
1652,2015-03-11,7700,2015,3,2
1653,2015-03-12,8999,2015,3,3
1654,2015-03-13,7908,2015,3,4
1655,2015-03-14,3547,2015,3,5
1656,2015-03-15,6416,2015,3,6
1657,2015-03-16,8781,2015,3,0
1658,2015-03-17,9027,2015,3,1
1659,2015-03-18,7382,2015,3,2
1660,2015-03-19,8044,2015,3,3
1661,2015-03-20,2905,2015,3,4
1662,2015-03-21,9043,2015,3,5
1663,2015-03-22,7953,2015,3,6
1664,2015-03-23,7967,2015,3,0
1665,2015-03-24,7729,2015,3,1
1666,2015-03-25,7423,2015,3,2
1667,2015-03-26,8536,2015,3,3
1668,2015-03-27,6002,2015,3,4
1669,2015-03-28,4573,2015,3,5
1670,2015-03-29,5672,2015,3,6
1671,2015-03-30,8952,2015,3,0
1672,2015-03-31,8011,2015,3,1
1062,2015-04-01,9877,2015,4,2
1063,2015-04-02,11276,2015,4,3
1064,2015-04-03,6428,2015,4,4
1065,2015-04-04,10438,2015,4,5
1066,2015-04-05,10187,2015,4,6
1067,2015-04-06,12640,2015,4,0
1068,2015-04-07,11117,2015,4,1
1069,2015-04-08,7441,2015,4,2
1070,2015-04-09,7828,2015,4,3
1071,2015-04-10,9398,2015,4,4
1072,2015-04-11,16746,2015,4,5
1073,2015-04-12,15752,2015,4,6
1074,2015-04-13,12696,2015,4,0
1075,2015-04-14,3825,2015,4,1
1076,2015-04-15,11129,2015,4,2
1077,2015-04-16,11691,2015,4,3
1078,2015-04-17,12550,2015,4,4
1079,2015-04-18,16008,2015,4,5
1080,2015-04-19,10255,2015,4,6
1081,2015-04-20,9068,2015,4,0
1082,2015-04-21,11644,2015,4,1
1083,2015-04-22,10545,2015,4,2
1084,2015-04-23,10107,2015,4,3
1085,2015-04-24,10376,2015,4,4
1086,2015-04-25,7192,2015,4,5
1087,2015-04-26,10337,2015,4,6
1088,2015-04-27,8869,2015,4,0
1089,2015-04-28,10999,2015,4,1
1090,2015-04-29,11664,2015,4,2
1091,2015-04-30,10257,2015,4,3
1092,2015-05-01,10356,2015,5,4
1093,2015-05-02,12579,2015,5,5
1094,2015-05-03,12106,2015,5,6
1095,2015-05-04,11992,2015,5,0
1096,2015-05-05,11100,2015,5,1
1097,2015-05-06,11489,2015,5,2
1098,2015-05-07,12322,2015,5,3
1099,2015-05-08,13431,2015,5,4
1100,2015-05-09,12851,2015,5,5
1101,2015-05-10,11100,2015,5,6
1102,2015-05-11,12139,2015,5,0
1103,2015-05-12,12067,2015,5,1
1104,2015-05-13,11780,2015,5,2
1105,2015-05-14,12617,2015,5,3
1106,2015-05-15,13651,2015,5,4
1107,2015-05-16,11208,2015,5,5
1108,2015-05-17,10942,2015,5,6
1109,2015-05-18,10445,2015,5,0
1110,2015-05-19,12068,2015,5,1
1111,2015-05-20,12986,2015,5,2
1112,2015-05-21,6983,2015,5,3
1113,2015-05-22,12531,2015,5,4
1114,2015-05-23,12720,2015,5,5
1115,2015-05-24,13579,2015,5,6
1116,2015-05-25,12009,2015,5,0
1117,2015-05-26,11354,2015,5,1
1118,2015-05-27,11475,2015,5,2
1119,2015-05-28,11638,2015,5,3
1120,2015-05-29,12067,2015,5,4
1121,2015-05-30,12672,2015,5,5
1122,2015-05-31,10928,2015,5,6
1123,2015-06-01,8106,2015,6,0
1124,2015-06-02,8055,2015,6,1
1125,2015-06-03,9882,2015,6,2
1126,2015-06-04,6360,2015,6,3
1127,2015-06-05,11082,2015,6,4
1128,2015-06-06,12685,2015,6,5
1129,2015-06-07,11675,2015,6,6
1130,2015-06-08,9967,2015,6,0
1131,2015-06-09,11772,2015,6,1
1132,2015-06-10,11590,2015,6,2
1133,2015-06-11,11854,2015,6,3
1134,2015-06-12,10872,2015,6,4
1135,2015-06-13,11768,2015,6,5
1136,2015-06-14,9515,2015,6,6
1137,2015-06-15,9987,2015,6,0
1138,2015-06-16,11500,2015,6,1
1139,2015-06-17,11175,2015,6,2
1140,2015-06-18,9995,2015,6,3
1141,2015-06-19,12024,2015,6,4
1142,2015-06-20,9318,2015,6,5
1143,2015-06-21,8784,2015,6,6
1144,2015-06-22,11263,2015,6,0
1145,2015-06-23,9190,2015,6,1
1146,2015-06-24,12590,2015,6,2
1147,2015-06-25,11131,2015,6,3
1148,2015-06-26,13042,2015,6,4
1149,2015-06-27,3305,2015,6,5
1150,2015-06-28,11621,2015,6,6
1151,2015-06-29,12205,2015,6,0
1152,2015-06-30,11980,2015,6,1
636,2015-07-01,11223,2015,7,2
637,2015-07-02,11257,2015,7,3
638,2015-07-03,12791,2015,7,4
639,2015-07-04,10288,2015,7,5
640,2015-07-05,12199,2015,7,6
641,2015-07-06,10902,2015,7,0
642,2015-07-07,12223,2015,7,1
643,2015-07-08,9495,2015,7,2
644,2015-07-09,11045,2015,7,3
645,2015-07-10,13013,2015,7,4
646,2015-07-11,12420,2015,7,5
647,2015-07-12,11711,2015,7,6
648,2015-07-13,10224,2015,7,0
649,2015-07-14,11591,2015,7,1
650,2015-07-15,12088,2015,7,2
651,2015-07-16,13257,2015,7,3
652,2015-07-17,12627,2015,7,4
653,2015-07-18,11096,2015,7,5
654,2015-07-19,10148,2015,7,6
655,2015-07-20,10856,2015,7,0
656,2015-07-21,11811,2015,7,1
657,2015-07-22,12934,2015,7,2
658,2015-07-23,12992,2015,7,3
659,2015-07-24,13339,2015,7,4
660,2015-07-25,12902,2015,7,5
661,2015-07-26,11314,2015,7,6
662,2015-07-27,10919,2015,7,0
663,2015-07-28,11976,2015,7,1
664,2015-07-29,12170,2015,7,2
665,2015-07-30,10808,2015,7,3
666,2015-07-31,12396,2015,7,4
667,2015-08-01,12043,2015,8,5
668,2015-08-02,11447,2015,8,6
669,2015-08-03,12085,2015,8,0
670,2015-08-04,11626,2015,8,1
671,2015-08-05,12501,2015,8,2
672,2015-08-06,12617,2015,8,3
673,2015-08-07,12181,2015,8,4
674,2015-08-08,12970,2015,8,5
675,2015-08-09,11651,2015,8,6
676,2015-08-10,10494,2015,8,0
677,2015-08-11,11342,2015,8,1
678,2015-08-12,12485,2015,8,2
679,2015-08-13,12435,2015,8,3
680,2015-08-14,12549,2015,8,4
681,2015-08-15,12082,2015,8,5
682,2015-08-16,10192,2015,8,6
683,2015-08-17,10971,2015,8,0
684,2015-08-18,11595,2015,8,1
685,2015-08-19,11966,2015,8,2
686,2015-08-20,10192,2015,8,3
687,2015-08-21,12902,2015,8,4
688,2015-08-22,12339,2015,8,5
689,2015-08-23,10981,2015,8,6
690,2015-08-24,10283,2015,8,0
691,2015-08-25,12672,2015,8,1
692,2015-08-26,12330,2015,8,2
693,2015-08-27,12406,2015,8,3
694,2015-08-28,12210,2015,8,4
695,2015-08-29,11526,2015,8,5
696,2015-08-30,10188,2015,8,6
697,2015-08-31,11052,2015,8,0
698,2015-09-01,11522,2015,9,1
699,2015-09-02,11378,2015,9,2
700,2015-09-03,11131,2015,9,3
701,2015-09-04,11050,2015,9,4
702,2015-09-05,10867,2015,9,5
703,2015-09-06,12400,2015,9,6
704,2015-09-07,10351,2015,9,0
705,2015-09-08,10965,2015,9,1
706,2015-09-09,11065,2015,9,2
707,2015-09-10,10356,2015,9,3
708,2015-09-11,12167,2015,9,4
709,2015-09-12,6665,2015,9,5
710,2015-09-13,10397,2015,9,6
711,2015-09-14,11156,2015,9,0
712,2015-09-15,11943,2015,9,1
713,2015-09-16,11938,2015,9,2
714,2015-09-17,11949,2015,9,3
715,2015-09-18,11956,2015,9,4
716,2015-09-19,11580,2015,9,5
717,2015-09-20,10998,2015,9,6
718,2015-09-21,7816,2015,9,0
719,2015-09-22,11952,2015,9,1
720,2015-09-23,12773,2015,9,2
721,2015-09-24,12514,2015,9,3
722,2015-09-25,11403,2015,9,4
723,2015-09-26,11038,2015,9,5
724,2015-09-27,9979,2015,9,6
725,2015-09-28,11305,2015,9,0
726,2015-09-29,7240,2015,9,1
727,2015-09-30,10184,2015,9,2
244,2015-10-01,4799,2015,10,3
245,2015-10-02,2079,2015,10,4
246,2015-10-03,4050,2015,10,5
247,2015-10-04,6624,2015,10,6
248,2015-10-05,10445,2015,10,0
249,2015-10-06,11551,2015,10,1
250,2015-10-07,11734,2015,10,2
251,2015-10-08,11711,2015,10,3
252,2015-10-09,10501,2015,10,4
253,2015-10-10,10269,2015,10,5
254,2015-10-11,10491,2015,10,6
255,2015-10-12,10495,2015,10,0
256,2015-10-13,10803,2015,10,1
257,2015-10-14,11406,2015,10,2
258,2015-10-15,11506,2015,10,3
259,2015-10-16,11263,2015,10,4
260,2015-10-17,8782,2015,10,5
261,2015-10-18,6978,2015,10,6
262,2015-10-19,9074,2015,10,0
263,2015-10-20,10036,2015,10,1
264,2015-10-21,10678,2015,10,2
265,2015-10-22,11287,2015,10,3
266,2015-10-23,11470,2015,10,4
267,2015-10-24,9730,2015,10,5
268,2015-10-25,8587,2015,10,6
269,2015-10-26,9973,2015,10,0
270,2015-10-27,9797,2015,10,1
271,2015-10-28,5179,2015,10,2
272,2015-10-29,10632,2015,10,3
273,2015-10-30,9700,2015,10,4
274,2015-10-31,8721,2015,10,5
275,2015-11-01,7211,2015,11,6
276,2015-11-02,9446,2015,11,0
277,2015-11-03,10508,2015,11,1
278,2015-11-04,10822,2015,11,2
279,2015-11-05,10553,2015,11,3
280,2015-11-06,11609,2015,11,4
281,2015-11-07,5610,2015,11,5
282,2015-11-08,8994,2015,11,6
283,2015-11-09,6715,2015,11,0
284,2015-11-10,5773,2015,11,1
285,2015-11-11,8901,2015,11,2
286,2015-11-12,8476,2015,11,3
287,2015-11-13,9262,2015,11,4
288,2015-11-14,7171,2015,11,5
289,2015-11-15,7441,2015,11,6
290,2015-11-16,9156,2015,11,0
291,2015-11-17,9226,2015,11,1
292,2015-11-18,9768,2015,11,2
293,2015-11-19,6255,2015,11,3
294,2015-11-20,9097,2015,11,4
295,2015-11-21,7299,2015,11,5
296,2015-11-22,4948,2015,11,6
297,2015-11-23,6601,2015,11,0
298,2015-11-24,7500,2015,11,1
299,2015-11-25,6864,2015,11,2
300,2015-11-26,3394,2015,11,3
301,2015-11-27,6240,2015,11,4
302,2015-11-28,6418,2015,11,5
303,2015-11-29,2877,2015,11,6
304,2015-11-30,4160,2015,11,0
305,2015-12-01,3954,2015,12,1
306,2015-12-02,5740,2015,12,2
307,2015-12-03,7969,2015,12,3
308,2015-12-04,7940,2015,12,4
309,2015-12-05,7086,2015,12,5
310,2015-12-06,5980,2015,12,6
311,2015-12-07,7928,2015,12,0
312,2015-12-08,8458,2015,12,1
313,2015-12-09,7982,2015,12,2
314,2015-12-10,8685,2015,12,3
315,2015-12-11,8722,2015,12,4
316,2015-12-12,8720,2015,12,5
317,2015-12-13,8034,2015,12,6
318,2015-12-14,6645,2015,12,0
319,2015-12-15,8803,2015,12,1
320,2015-12-16,8625,2015,12,2
321,2015-12-17,4553,2015,12,3
322,2015-12-18,6698,2015,12,4
323,2015-12-19,4279,2015,12,5
324,2015-12-20,4219,2015,12,6
325,2015-12-21,6675,2015,12,0
326,2015-12-22,4934,2015,12,1
327,2015-12-23,2263,2015,12,2
328,2015-12-24,2796,2015,12,3
329,2015-12-25,1502,2015,12,4
330,2015-12-26,2702,2015,12,5
331,2015-12-27,4623,2015,12,6
332,2015-12-28,4459,2015,12,0
333,2015-12-29,5253,2015,12,1
334,2015-12-30,5275,2015,12,2
335,2015-12-31,5855,2015,12,3
3052,2016-01-01,3220,2016,1,4
3053,2016-01-02,4921,2016,1,5
3054,2016-01-03,4965,2016,1,6
3055,2016-01-04,5133,2016,1,0
3056,2016-01-05,4850,2016,1,1
3057,2016-01-06,5712,2016,1,2
3058,2016-01-07,6592,2016,1,3
3059,2016-01-08,6153,2016,1,4
3060,2016-01-09,5314,2016,1,5
3061,2016-01-10,5663,2016,1,6
3062,2016-01-11,6294,2016,1,0
3063,2016-01-12,6490,2016,1,1
3064,2016-01-13,5620,2016,1,2
3065,2016-01-14,7164,2016,1,3
3066,2016-01-15,5983,2016,1,4
3067,2016-01-16,5908,2016,1,5
3068,2016-01-17,3400,2016,1,6
3069,2016-01-18,2499,2016,1,0
3070,2016-01-19,3912,2016,1,1
3071,2016-01-20,4321,2016,1,2
3072,2016-01-21,4228,2016,1,3
3073,2016-01-22,2985,2016,1,4
3074,2016-01-27,528,2016,1,2
3075,2016-01-28,2022,2016,1,3
3076,2016-01-29,2942,2016,1,4
3077,2016-01-30,2822,2016,1,5
3078,2016-01-31,3611,2016,1,6
3079,2016-02-01,4604,2016,2,0
3080,2016-02-02,6584,2016,2,1
3081,2016-02-03,4243,2016,2,2
3082,2016-02-04,6691,2016,2,3
3083,2016-02-05,5822,2016,2,4
3084,2016-02-06,5042,2016,2,5
3085,2016-02-07,4664,2016,2,6
3086,2016-02-08,5994,2016,2,0
3087,2016-02-09,4053,2016,2,1
3088,2016-02-10,5493,2016,2,2
3089,2016-02-11,4246,2016,2,3
3090,2016-02-12,4363,2016,2,4
3091,2016-02-13,1535,2016,2,5
3092,2016-02-14,1851,2016,2,6
3093,2016-02-15,501,2016,2,0
3094,2016-02-16,3238,2016,2,1
3095,2016-02-17,6097,2016,2,2
3096,2016-02-18,5822,2016,2,3
3097,2016-02-19,5633,2016,2,4
3098,2016-02-20,8245,2016,2,5
3099,2016-02-21,4254,2016,2,6
3100,2016-02-22,7148,2016,2,0
3101,2016-02-23,2585,2016,2,1
3102,2016-02-24,3279,2016,2,2
3103,2016-02-25,6330,2016,2,3
3104,2016-02-26,5345,2016,2,4
3105,2016-02-27,5432,2016,2,5
3106,2016-02-28,8732,2016,2,6
3107,2016-02-29,7828,2016,2,0
3108,2016-03-01,8588,2016,3,1
3109,2016-03-02,5918,2016,3,2
3110,2016-03-03,5902,2016,3,3
3111,2016-03-04,5345,2016,3,4
3112,2016-03-05,5334,2016,3,5
3113,2016-03-06,5899,2016,3,6
3114,2016-03-07,9003,2016,3,0
3115,2016-03-08,10558,2016,3,1
3116,2016-03-09,11214,2016,3,2
3117,2016-03-10,10954,2016,3,3
3118,2016-03-11,11219,2016,3,4
3119,2016-03-12,10428,2016,3,5
3120,2016-03-13,5194,2016,3,6
3121,2016-03-14,7671,2016,3,0
3122,2016-03-15,8558,2016,3,1
3123,2016-03-16,13356,2016,3,2
3124,2016-03-17,10673,2016,3,3
3125,2016-03-18,11429,2016,3,4
3126,2016-03-19,3227,2016,3,5
3127,2016-03-20,4532,2016,3,6
3128,2016-03-21,7580,2016,3,0
3129,2016-03-22,9763,2016,3,1
3130,2016-03-23,12340,2016,3,2
3131,2016-03-24,13363,2016,3,3
3132,2016-03-25,12212,2016,3,4
3133,2016-03-26,14116,2016,3,5
3134,2016-03-27,8564,2016,3,6
3135,2016-03-28,8430,2016,3,0
3136,2016-03-29,10221,2016,3,1
3137,2016-03-30,10873,2016,3,2
3138,2016-03-31,11029,2016,3,3
31,2016-04-01,10874,2016,4,4
32,2016-04-02,9282,2016,4,5
33,2016-04-03,6800,2016,4,6
34,2016-04-04,7398,2016,4,0
35,2016-04-05,7512,2016,4,1
36,2016-04-06,9068,2016,4,2
37,2016-04-07,5433,2016,4,3
38,2016-04-08,9529,2016,4,4
39,2016-04-09,4069,2016,4,5
40,2016-04-10,7421,2016,4,6
41,2016-04-11,9456,2016,4,0
42,2016-04-12,8583,2016,4,1
43,2016-04-13,10131,2016,4,2
44,2016-04-14,10523,2016,4,3
45,2016-04-15,11395,2016,4,4
46,2016-04-16,13505,2016,4,5
47,2016-04-17,12367,2016,4,6
48,2016-04-18,11882,2016,4,0
49,2016-04-19,11927,2016,4,1
50,2016-04-20,11650,2016,4,2
51,2016-04-21,11447,2016,4,3
52,2016-04-22,11093,2016,4,4
53,2016-04-23,8487,2016,4,5
54,2016-04-24,11948,2016,4,6
55,2016-04-25,11694,2016,4,0
56,2016-04-26,11718,2016,4,1
57,2016-04-27,8360,2016,4,2
58,2016-04-28,5195,2016,4,3
59,2016-04-29,8258,2016,4,4
60,2016-04-30,8511,2016,4,5
61,2016-05-01,4376,2016,5,6
62,2016-05-02,8139,2016,5,0
63,2016-05-03,8132,2016,5,1
64,2016-05-04,9625,2016,5,2
65,2016-05-05,8726,2016,5,3
66,2016-05-06,3102,2016,5,4
67,2016-05-07,9225,2016,5,5
68,2016-05-08,10803,2016,5,6
69,2016-05-09,9164,2016,5,0
70,2016-05-10,10242,2016,5,1
71,2016-05-11,7669,2016,5,2
72,2016-05-12,10805,2016,5,3
73,2016-05-13,10106,2016,5,4
74,2016-05-14,9389,2016,5,5
75,2016-05-15,8507,2016,5,6
76,2016-05-16,11357,2016,5,0
77,2016-05-17,5374,2016,5,1
78,2016-05-18,10583,2016,5,2
79,2016-05-19,11720,2016,5,3
80,2016-05-20,13860,2016,5,4
81,2016-05-21,4432,2016,5,5
82,2016-05-22,2851,2016,5,6
83,2016-05-23,8048,2016,5,0
84,2016-05-24,13235,2016,5,1
85,2016-05-25,12786,2016,5,2
86,2016-05-26,12188,2016,5,3
87,2016-05-27,12139,2016,5,4
88,2016-05-28,11560,2016,5,5
89,2016-05-29,9069,2016,5,6
90,2016-05-30,9930,2016,5,0
91,2016-05-31,11578,2016,5,1
92,2016-06-01,12355,2016,6,2
93,2016-06-02,12366,2016,6,3
94,2016-06-03,8517,2016,6,4
95,2016-06-04,11991,2016,6,5
96,2016-06-05,9378,2016,6,6
97,2016-06-06,12468,2016,6,0
98,2016-06-07,13271,2016,6,1
99,2016-06-08,13586,2016,6,2
