,date,numbikes,year,month,dayofweek
1359,2018-03-22,6628,2018,3,3
1360,2018-03-23,8522,2018,3,4
1361,2018-03-24,10146,2018,3,5
1362,2018-03-25,6847,2018,3,6
1363,2018-03-26,9475,2018,3,0
1364,2018-03-27,7976,2018,3,1
1365,2018-03-28,7416,2018,3,2
1366,2018-03-29,13682,2018,3,3
1367,2018-03-30,11113,2018,3,4
1368,2018-03-31,15874,2018,3,5
940,2018-04-01,10468,2018,4,6
941,2018-04-02,9402,2018,4,0
942,2018-04-03,9226,2018,4,1
943,2018-04-04,9909,2018,4,2
944,2018-04-05,11740,2018,4,3
945,2018-04-06,14930,2018,4,4
946,2018-04-07,7581,2018,4,5
947,2018-04-08,10159,2018,4,6
948,2018-04-09,8046,2018,4,0
949,2018-04-10,10508,2018,4,1
950,2018-04-11,11163,2018,4,2
951,2018-04-12,13086,2018,4,3
952,2018-04-13,16096,2018,4,4
953,2018-04-14,19113,2018,4,5
954,2018-04-15,4855,2018,4,6
955,2018-04-16,6521,2018,4,0
956,2018-04-17,8999,2018,4,1
957,2018-04-18,11395,2018,4,2
958,2018-04-19,8692,2018,4,3
959,2018-04-20,11567,2018,4,4
960,2018-04-21,14040,2018,4,5
961,2018-04-22,13002,2018,4,6
962,2018-04-23,11816,2018,4,0
963,2018-04-24,7077,2018,4,1
964,2018-04-25,9174,2018,4,2
965,2018-04-26,13941,2018,4,3
966,2018-04-27,10326,2018,4,4
967,2018-04-28,14901,2018,4,5
968,2018-04-29,8840,2018,4,6
969,2018-04-30,12334,2018,4,0
0,2018-05-01,14127,2018,5,1
1,2018-05-02,13932,2018,5,2
2,2018-05-03,14163,2018,5,3
3,2018-05-04,14120,2018,5,4
4,2018-05-05,12252,2018,5,5
5,2018-05-06,11412,2018,5,6
6,2018-05-07,13822,2018,5,0
7,2018-05-08,13857,2018,5,1
8,2018-05-09,14057,2018,5,2
9,2018-05-10,13048,2018,5,3
10,2018-05-11,15029,2018,5,4
11,2018-05-12,14227,2018,5,5
12,2018-05-13,8256,2018,5,6
13,2018-05-14,10859,2018,5,0
14,2018-05-15,12454,2018,5,1
15,2018-05-16,6976,2018,5,2
16,2018-05-17,4795,2018,5,3
17,2018-05-18,4776,2018,5,4
18,2018-05-19,6798,2018,5,5
19,2018-05-20,14080,2018,5,6
20,2018-05-21,14627,2018,5,0
21,2018-05-22,8627,2018,5,1
22,2018-05-23,14568,2018,5,2
23,2018-05-24,14468,2018,5,3
24,2018-05-25,14825,2018,5,4
25,2018-05-26,12614,2018,5,5
26,2018-05-27,12974,2018,5,6
27,2018-05-28,12138,2018,5,0
28,2018-05-29,13341,2018,5,1
29,2018-05-30,12763,2018,5,2
30,2018-05-31,10130,2018,5,3
3022,2018-06-01,14017,2018,6,4
3023,2018-06-02,11168,2018,6,5
3024,2018-06-03,2103,2018,6,6
3025,2018-06-04,14763,2018,6,0
3026,2018-06-05,14145,2018,6,1
3027,2018-06-06,14901,2018,6,2
3028,2018-06-07,15706,2018,6,3
3029,2018-06-08,15558,2018,6,4
3030,2018-06-09,13709,2018,6,5
3031,2018-06-10,11942,2018,6,6
3032,2018-06-11,10811,2018,6,0
3033,2018-06-12,15818,2018,6,1
3034,2018-06-13,14727,2018,6,2
3035,2018-06-14,15372,2018,6,3
3036,2018-06-15,15817,2018,6,4
3037,2018-06-16,15185,2018,6,5
3038,2018-06-17,12063,2018,6,6
3039,2018-06-18,12555,2018,6,0
3040,2018-06-19,12035,2018,6,1
3041,2018-06-20,11961,2018,6,2
3042,2018-06-21,13896,2018,6,3
3043,2018-06-22,6538,2018,6,4
3044,2018-06-23,11190,2018,6,5
3045,2018-06-24,12565,2018,6,6
3046,2018-06-25,14147,2018,6,0
3047,2018-06-26,14774,2018,6,1
3048,2018-06-27,12917,2018,6,2
3049,2018-06-28,14836,2018,6,3
3050,2018-06-29,14037,2018,6,4
3051,2018-06-30,13082,2018,6,5
2107,2018-07-01,10461,2018,7,6
2108,2018-07-02,11842,2018,7,0
2109,2018-07-03,12794,2018,7,1
2110,2018-07-04,14685,2018,7,2
2111,2018-07-05,14224,2018,7,3
2112,2018-07-06,14305,2018,7,4
2113,2018-07-07,17066,2018,7,5
2114,2018-07-08,14947,2018,7,6
2115,2018-07-09,14306,2018,7,0
2116,2018-07-10,13539,2018,7,1
2117,2018-07-11,14334,2018,7,2
2118,2018-07-12,14896,2018,7,3
2119,2018-07-13,15250,2018,7,4
2120,2018-07-14,15755,2018,7,5
2121,2018-07-15,13110,2018,7,6
2122,2018-07-16,13139,2018,7,0
2123,2018-07-17,11947,2018,7,1
2124,2018-07-18,15324,2018,7,2
2125,2018-07-19,15212,2018,7,3
2126,2018-07-20,16013,2018,7,4
2127,2018-07-21,2794,2018,7,5
2128,2018-07-22,8226,2018,7,6
2129,2018-07-23,10361,2018,7,0
2130,2018-07-24,7580,2018,7,1
2131,2018-07-25,9661,2018,7,2
2132,2018-07-26,14840,2018,7,3
2133,2018-07-27,13532,2018,7,4
2134,2018-07-28,16009,2018,7,5
2135,2018-07-29,14888,2018,7,6
2136,2018-07-30,10235,2018,7,0
2137,2018-07-31,13486,2018,7,1
1922,2018-08-01,14199,2018,8,2
1923,2018-08-02,11858,2018,8,3
1924,2018-08-03,11332,2018,8,4
1925,2018-08-04,15011,2018,8,5
1926,2018-08-05,12928,2018,8,6
1927,2018-08-06,13060,2018,8,0
1928,2018-08-07,12663,2018,8,1
1929,2018-08-08,13542,2018,8,2
1930,2018-08-09,14265,2018,8,3
1931,2018-08-10,13938,2018,8,4
1932,2018-08-11,12477,2018,8,5
1933,2018-08-12,10002,2018,8,6
1934,2018-08-13,12803,2018,8,0
1935,2018-08-14,14410,2018,8,1
1936,2018-08-15,14492,2018,8,2
1937,2018-08-16,13821,2018,8,3
1938,2018-08-17,12734,2018,8,4
1939,2018-08-18,13975,2018,8,5
1940,2018-08-19,12820,2018,8,6
1941,2018-08-20,13152,2018,8,0
1942,2018-08-21,9760,2018,8,1
1943,2018-08-22,14099,2018,8,2
1944,2018-08-23,15181,2018,8,3
1945,2018-08-24,14903,2018,8,4
1946,2018-08-25,14660,2018,8,5
1947,2018-08-26,12420,2018,8,6
1948,2018-08-27,11904,2018,8,0
1949,2018-08-28,12146,2018,8,1
1950,2018-08-29,11918,2018,8,2
1951,2018-08-30,11790,2018,8,3
1952,2018-08-31,11603,2018,8,4
3139,2018-09-01,10832,2018,9,5
3140,2018-09-02,14231,2018,9,6
3141,2018-09-03,10806,2018,9,0
3142,2018-09-04,10925,2018,9,1
3143,2018-09-05,12560,2018,9,2
3144,2018-09-06,12686,2018,9,3
3145,2018-09-07,9417,2018,9,4
3146,2018-09-08,7946,2018,9,5
3147,2018-09-09,2800,2018,9,6
3148,2018-09-10,9968,2018,9,0
3149,2018-09-11,12104,2018,9,1
3150,2018-09-12,12382,2018,9,2
3151,2018-09-13,12581,2018,9,3
3152,2018-09-14,12864,2018,9,4
3153,2018-09-15,13341,2018,9,5
3154,2018-09-16,11908,2018,9,6
3155,2018-09-17,6944,2018,9,0
3156,2018-09-18,10625,2018,9,1
3157,2018-09-19,13700,2018,9,2
3158,2018-09-20,13619,2018,9,3
3159,2018-09-21,12714,2018,9,4
3160,2018-09-22,13825,2018,9,5
3161,2018-09-23,2786,2018,9,6
3162,2018-09-24,6331,2018,9,0
3163,2018-09-25,10275,2018,9,1
3164,2018-09-26,11200,2018,9,2
3165,2018-09-27,6755,2018,9,3
3166,2018-09-28,13009,2018,9,4
3167,2018-09-29,14601,2018,9,5
3168,2018-09-30,12065,2018,9,6
2777,2018-10-01,12509,2018,10,0
2778,2018-10-02,13643,2018,10,1
2779,2018-10-03,13730,2018,10,2
2780,2018-10-04,13299,2018,10,3
2781,2018-10-05,13573,2018,10,4
2782,2018-10-06,13301,2018,10,5
2783,2018-10-07,13534,2018,10,6
2784,2018-10-08,12365,2018,10,0
2785,2018-10-09,12249,2018,10,1
2786,2018-10-10,13073,2018,10,2
2787,2018-10-11,6972,2018,10,3
2788,2018-10-12,13221,2018,10,4
2789,2018-10-13,11290,2018,10,5
2790,2018-10-14,8039,2018,10,6
2791,2018-10-15,8521,2018,10,0
2792,2018-10-16,11741,2018,10,1
2793,2018-10-17,12643,2018,10,2
2794,2018-10-18,11579,2018,10,3
2795,2018-10-19,11960,2018,10,4
2796,2018-10-20,11390,2018,10,5
2797,2018-10-21,7706,2018,10,6
2798,2018-10-22,10201,2018,10,0
2799,2018-10-23,11732,2018,10,1
2800,2018-10-24,11001,2018,10,2
2801,2018-10-25,10340,2018,10,3
2802,2018-10-26,7480,2018,10,4
2803,2018-10-27,4724,2018,10,5
2804,2018-10-28,8580,2018,10,6
2805,2018-10-29,9866,2018,10,0
2806,2018-10-30,11364,2018,10,1
2807,2018-10-31,11395,2018,10,2
1673,2018-11-01,12432,2018,11,3
1674,2018-11-02,10105,2018,11,4
1675,2018-11-03,9284,2018,11,5
1676,2018-11-04,9084,2018,11,6
1677,2018-11-05,4399,2018,11,0
1678,2018-11-06,6023,2018,11,1
1679,2018-11-07,9918,2018,11,2
1680,2018-11-08,10420,2018,11,3
1681,2018-11-09,5430,2018,11,4
1682,2018-11-10,6082,2018,11,5
1683,2018-11-11,6320,2018,11,6
1684,2018-11-12,5446,2018,11,0
1685,2018-11-13,6864,2018,11,1
1686,2018-11-14,8049,2018,11,2
1687,2018-11-15,2155,2018,11,3
1688,2018-11-16,7702,2018,11,4
1689,2018-11-17,7163,2018,11,5
1690,2018-11-18,6452,2018,11,6
1691,2018-11-19,9074,2018,11,0
1692,2018-11-20,8354,2018,11,1
1693,2018-11-21,6745,2018,11,2
1694,2018-11-22,1933,2018,11,3
1695,2018-11-23,2751,2018,11,4
1696,2018-11-24,1499,2018,11,5
1697,2018-11-25,6287,2018,11,6
1698,2018-11-26,5809,2018,11,0
1699,2018-11-27,6611,2018,11,1
1700,2018-11-28,6140,2018,11,2
1701,2018-11-29,6829,2018,11,3
1702,2018-11-30,7016,2018,11,4
1703,2018-12-01,3235,2018,12,5
1184,2018-12-01,3235,2018,12,5
1185,2018-12-02,4833,2018,12,6
1704,2018-12-02,4833,2018,12,6
1186,2018-12-03,8178,2018,12,0
1705,2018-12-03,8176,2018,12,0
1706,2018-12-04,2437,2018,12,1
1187,2018-12-04,7042,2018,12,1
1188,2018-12-05,6506,2018,12,2
1189,2018-12-06,6952,2018,12,3
1190,2018-12-07,6566,2018,12,4
1191,2018-12-08,4420,2018,12,5
1192,2018-12-09,3547,2018,12,6
1193,2018-12-10,6105,2018,12,0
1194,2018-12-11,6995,2018,12,1
1195,2018-12-12,7574,2018,12,2
1196,2018-12-13,8205,2018,12,3
1197,2018-12-14,6416,2018,12,4
1198,2018-12-15,1208,2018,12,5
1199,2018-12-16,2363,2018,12,6
1200,2018-12-17,7772,2018,12,0
1201,2018-12-18,7514,2018,12,1
1202,2018-12-19,7466,2018,12,2
1203,2018-12-20,4399,2018,12,3
1204,2018-12-21,5696,2018,12,4
1205,2018-12-22,3710,2018,12,5
1206,2018-12-23,3270,2018,12,6
1207,2018-12-24,2492,2018,12,0
1208,2018-12-25,1744,2018,12,1
1209,2018-12-26,3752,2018,12,2
1210,2018-12-27,5430,2018,12,3
1211,2018-12-28,2125,2018,12,4
1212,2018-12-29,6008,2018,12,5
1213,2018-12-30,4929,2018,12,6
1214,2018-12-31,2401,2018,12,0
336,2019-01-01,4540,2019,1,1
337,2019-01-02,6567,2019,1,2
338,2019-01-03,7604,2019,1,3
339,2019-01-04,7362,2019,1,4
340,2019-01-05,5106,2019,1,5
341,2019-01-06,6050,2019,1,6
342,2019-01-07,6216,2019,1,0
343,2019-01-08,7655,2019,1,1
344,2019-01-09,6408,2019,1,2
345,2019-01-10,5562,2019,1,3
346,2019-01-11,5677,2019,1,4
347,2019-01-12,3629,2019,1,5
348,2019-01-13,628,2019,1,6
349,2019-01-14,1522,2019,1,0
350,2019-01-15,3779,2019,1,1
351,2019-01-16,4942,2019,1,2
352,2019-01-17,5085,2019,1,3
353,2019-01-18,5732,2019,1,4
354,2019-01-19,3566,2019,1,5
355,2019-01-20,2590,2019,1,6
356,2019-01-21,1592,2019,1,0
357,2019-01-22,4585,2019,1,1
358,2019-01-23,6708,2019,1,2
359,2019-01-24,3876,2019,1,3
360,2019-01-25,6263,2019,1,4
361,2019-01-26,4494,2019,1,5
362,2019-01-27,4500,2019,1,6
363,2019-01-28,6325,2019,1,0
364,2019-01-29,4335,2019,1,1
365,2019-01-30,4020,2019,1,2
366,2019-01-31,3862,2019,1,3
3259,2019-02-01,2467,2019,2,4
3260,2019-02-02,3420,2019,2,5
3261,2019-02-03,5052,2019,2,6
3262,2019-02-04,7797,2019,2,0
3263,2019-02-05,9213,2019,2,1
3264,2019-02-06,6944,2019,2,2
3265,2019-02-07,7851,2019,2,3
3266,2019-02-08,6651,2019,2,4
3267,2019-02-09,4027,2019,2,5
3268,2019-02-10,3924,2019,2,6
3269,2019-02-11,3244,2019,2,0
3270,2019-02-12,2585,2019,2,1
3271,2019-02-13,7303,2019,2,2
3272,2019-02-14,7452,2019,2,3
3273,2019-02-15,9177,2019,2,4
3274,2019-02-16,5701,2019,2,5
3275,2019-02-17,3991,2019,2,6
3276,2019-02-18,4589,2019,2,0
3277,2019-02-19,6319,2019,2,1
3278,2019-02-20,941,2019,2,2
3279,2019-02-21,6591,2019,2,3
3280,2019-02-22,7183,2019,2,4
3281,2019-02-23,2754,2019,2,5
3282,2019-02-24,5198,2019,2,6
3283,2019-02-25,5922,2019,2,0
3284,2019-02-26,7560,2019,2,1
3285,2019-02-27,6831,2019,2,2
3286,2019-02-28,7443,2019,2,3
1891,2019-03-01,4069,2019,3,4
1892,2019-03-02,5371,2019,3,5
1893,2019-03-03,2309,2019,3,6
1894,2019-03-04,6265,2019,3,0
1895,2019-03-05,6760,2019,3,1
1896,2019-03-06,5537,2019,3,2
1897,2019-03-07,6629,2019,3,3
1898,2019-03-08,4695,2019,3,4
1899,2019-03-09,5606,2019,3,5
1900,2019-03-10,6530,2019,3,6
1901,2019-03-11,9615,2019,3,0
1902,2019-03-12,8935,2019,3,1
1903,2019-03-13,9206,2019,3,2
1904,2019-03-14,11578,2019,3,3
1905,2019-03-15,11673,2019,3,4
1906,2019-03-16,8728,2019,3,5
1907,2019-03-17,7660,2019,3,6
1908,2019-03-18,8019,2019,3,0
1909,2019-03-19,9471,2019,3,1
1910,2019-03-20,9990,2019,3,2
1911,2019-03-21,2053,2019,3,3
1912,2019-03-22,6890,2019,3,4
1913,2019-03-23,7672,2019,3,5
1914,2019-03-24,10883,2019,3,6
1915,2019-03-25,8923,2019,3,0
1916,2019-03-26,9269,2019,3,1
1917,2019-03-27,9802,2019,3,2
1918,2019-03-28,11478,2019,3,3
1919,2019-03-29,12712,2019,3,4
1920,2019-03-30,17911,2019,3,5
1921,2019-03-31,7572,2019,3,6
1553,2019-04-01,8865,2019,4,0
1554,2019-04-02,7895,2019,4,1
1555,2019-04-03,13142,2019,4,2
1556,2019-04-04,13243,2019,4,3
1557,2019-04-05,5908,2019,4,4
1558,2019-04-06,18346,2019,4,5
1559,2019-04-07,14897,2019,4,6
1560,2019-04-08,10955,2019,4,0
1561,2019-04-09,13025,2019,4,1
1562,2019-04-10,12721,2019,4,2
1563,2019-04-11,11852,2019,4,3
1564,2019-04-12,9628,2019,4,4
1565,2019-04-13,14618,2019,4,5
1566,2019-04-14,9913,2019,4,6
1567,2019-04-15,8271,2019,4,0
1568,2019-04-16,11898,2019,4,1
1569,2019-04-17,12447,2019,4,2
1570,2019-04-18,12952,2019,4,3
1571,2019-04-19,8372,2019,4,4
1572,2019-04-20,14314,2019,4,5
1573,2019-04-21,10996,2019,4,6
1574,2019-04-22,12209,2019,4,0
1575,2019-04-23,13243,2019,4,1
1576,2019-04-24,13234,2019,4,2
1577,2019-04-25,12339,2019,4,3
1578,2019-04-26,8808,2019,4,4
1579,2019-04-27,12052,2019,4,5
1580,2019-04-28,9876,2019,4,6
1581,2019-04-29,10172,2019,4,0
1582,2019-04-30,11801,2019,4,1
2899,2019-05-01,11941,2019,5,2
2900,2019-05-02,9894,2019,5,3
2901,2019-05-03,12464,2019,5,4
2902,2019-05-04,11034,2019,5,5
2903,2019-05-05,2689,2019,5,6
2904,2019-05-06,11702,2019,5,0
2905,2019-05-07,12282,2019,5,1
2906,2019-05-08,11619,2019,5,2
2907,2019-05-09,11439,2019,5,3
2908,2019-05-10,10577,2019,5,4
2909,2019-05-11,8237,2019,5,5
2910,2019-05-12,3309,2019,5,6
2911,2019-05-13,6606,2019,5,0
2912,2019-05-14,10926,2019,5,1
2913,2019-05-15,12328,2019,5,2
2914,2019-05-16,12247,2019,5,3
2915,2019-05-17,13542,2019,5,4
2916,2019-05-18,12856,2019,5,5
2917,2019-05-19,11315,2019,5,6
2918,2019-05-20,11488,2019,5,0
2919,2019-05-21,12810,2019,5,1
2920,2019-05-22,12701,2019,5,2
2921,2019-05-23,11362,2019,5,3
2922,2019-05-24,12562,2019,5,4
2923,2019-05-25,11871,2019,5,5
2924,2019-05-26,11264,2019,5,6
2925,2019-05-27,11259,2019,5,0
2926,2019-05-28,10016,2019,5,1
2927,2019-05-29,12001,2019,5,2
2928,2019-05-30,10534,2019,5,3
2929,2019-05-31,12829,2019,5,4
606,2019-06-01,12232,2019,6,5
607,2019-06-02,9829,2019,6,6
608,2019-06-03,12746,2019,6,0
609,2019-06-04,13610,2019,6,1
610,2019-06-05,12378,2019,6,2
611,2019-06-06,12609,2019,6,3
612,2019-06-07,13550,2019,6,4
613,2019-06-08,13731,2019,6,5
614,2019-06-09,6183,2019,6,6
615,2019-06-10,8341,2019,6,0
616,2019-06-11,12981,2019,6,1
617,2019-06-12,12621,2019,6,2
618,2019-06-13,9489,2019,6,3
619,2019-06-14,13648,2019,6,4
620,2019-06-15,12834,2019,6,5
621,2019-06-16,10339,2019,6,6
622,2019-06-17,10022,2019,6,0
623,2019-06-18,9612,2019,6,1
624,2019-06-19,12239,2019,6,2
625,2019-06-20,11359,2019,6,3
626,2019-06-21,13449,2019,6,4
627,2019-06-22,13824,2019,6,5
628,2019-06-23,11995,2019,6,6
629,2019-06-24,10930,2019,6,0
630,2019-06-25,12334,2019,6,1
631,2019-06-26,12581,2019,6,2
632,2019-06-27,11278,2019,6,3
633,2019-06-28,11930,2019,6,4
634,2019-06-29,10838,2019,6,5
635,2019-06-30,10632,2019,6,6
1153,2019-07-01,12386,2019,7,0
1154,2019-07-02,10777,2019,7,1
1155,2019-07-03,12578,2019,7,2
1156,2019-07-04,10334,2019,7,3
1157,2019-07-05,12146,2019,7,4
1158,2019-07-06,10172,2019,7,5
1159,2019-07-07,10048,2019,7,6
1160,2019-07-08,8418,2019,7,0
1161,2019-07-09,12972,2019,7,1
1162,2019-07-10,12629,2019,7,2
1163,2019-07-11,8668,2019,7,3
1164,2019-07-12,13344,2019,7,4
1165,2019-07-13,12947,2019,7,5
1166,2019-07-14,10888,2019,7,6
1167,2019-07-15,12268,2019,7,0
1168,2019-07-16,12131,2019,7,1
1169,2019-07-17,10296,2019,7,2
1170,2019-07-18,12533,2019,7,3
1171,2019-07-19,12074,2019,7,4
1172,2019-07-20,10451,2019,7,5
1173,2019-07-21,8054,2019,7,6
1174,2019-07-22,10660,2019,7,0
1175,2019-07-23,9743,2019,7,1
1176,2019-07-24,12374,2019,7,2
1177,2019-07-25,13381,2019,7,3
1178,2019-07-26,13540,2019,7,4
1179,2019-07-27,13079,2019,7,5
1180,2019-07-28,11029,2019,7,6
1181,2019-07-29,12152,2019,7,0
1182,2019-07-30,12455,2019,7,1
1183,2019-07-31,12118,2019,7,2
1307,2019-08-01,12822,2019,8,3
1308,2019-08-02,12267,2019,8,4
1309,2019-08-03,11917,2019,8,5
1310,2019-08-04,11338,2019,8,6
1311,2019-08-05,11962,2019,8,0
1312,2019-08-06,12077,2019,8,1
1313,2019-08-07,11359,2019,8,2
1314,2019-08-08,12783,2019,8,3
1315,2019-08-09,12923,2019,8,4
1316,2019-08-10,12711,2019,8,5
1317,2019-08-11,11866,2019,8,6
1318,2019-08-12,12015,2019,8,0
1319,2019-08-13,11292,2019,8,1
1320,2019-08-14,12358,2019,8,2
1321,2019-08-15,10972,2019,8,3
1322,2019-08-16,12309,2019,8,4
1323,2019-08-17,11004,2019,8,5
1324,2019-08-18,9592,2019,8,6
1325,2019-08-19,10545,2019,8,0
1326,2019-08-20,8890,2019,8,1
1327,2019-08-21,11668,2019,8,2
1328,2019-08-22,11722,2019,8,3
1329,2019-08-23,8176,2019,8,4
1330,2019-08-24,12516,2019,8,5
1331,2019-08-25,11544,2019,8,6
1332,2019-08-26,11685,2019,8,0
1333,2019-08-27,12230,2019,8,1
1334,2019-08-28,11395,2019,8,2
1335,2019-08-29,12704,2019,8,3
1336,2019-08-30,12134,2019,8,4
1337,2019-08-31,11268,2019,8,5
486,2019-09-01,12005,2019,9,6
487,2019-09-02,9082,2019,9,0
488,2019-09-03,11872,2019,9,1
489,2019-09-04,11745,2019,9,2
490,2019-09-05,12558,2019,9,3
491,2019-09-06,12501,2019,9,4
492,2019-09-07,12492,2019,9,5
493,2019-09-08,10736,2019,9,6
494,2019-09-09,11892,2019,9,0
495,2019-09-10,12539,2019,9,1
496,2019-09-11,11461,2019,9,2
497,2019-09-12,11895,2019,9,3
498,2019-09-13,12497,2019,9,4
499,2019-09-14,11953,2019,9,5
500,2019-09-15,10939,2019,9,6
501,2019-09-16,11714,2019,9,0
502,2019-09-17,12362,2019,9,1
503,2019-09-18,12887,2019,9,2
504,2019-09-19,13307,2019,9,3
505,2019-09-20,13866,2019,9,4
506,2019-09-21,13231,2019,9,5
507,2019-09-22,11054,2019,9,6
508,2019-09-23,11592,2019,9,0
509,2019-09-24,13115,2019,9,1
510,2019-09-25,12964,2019,9,2
511,2019-09-26,12968,2019,9,3
512,2019-09-27,13129,2019,9,4
513,2019-09-28,11763,2019,9,5
514,2019-09-29,10630,2019,9,6
515,2019-09-30,9476,2019,9,0
122,2019-10-01,12700,2019,10,1
123,2019-10-02,11937,2019,10,2
124,2019-10-03,12575,2019,10,3
125,2019-10-04,13182,2019,10,4
126,2019-10-05,12327,2019,10,5
127,2019-10-06,10068,2019,10,6
128,2019-10-07,12682,2019,10,0
129,2019-10-08,12007,2019,10,1
130,2019-10-09,12272,2019,10,2
131,2019-10-10,12584,2019,10,3
132,2019-10-11,12776,2019,10,4
133,2019-10-12,11655,2019,10,5
134,2019-10-13,9599,2019,10,6
135,2019-10-14,11273,2019,10,0
136,2019-10-15,12506,2019,10,1
137,2019-10-16,7831,2019,10,2
138,2019-10-17,10414,2019,10,3
139,2019-10-18,11375,2019,10,4
140,2019-10-19,10446,2019,10,5
141,2019-10-20,1535,2019,10,6
142,2019-10-21,11398,2019,10,0
143,2019-10-22,7393,2019,10,1
144,2019-10-23,12135,2019,10,2
145,2019-10-24,12217,2019,10,3
146,2019-10-25,12581,2019,10,4
147,2019-10-26,11067,2019,10,5
148,2019-10-27,7563,2019,10,6
149,2019-10-28,11582,2019,10,0
150,2019-10-29,11657,2019,10,1
151,2019-10-30,9490,2019,10,2
152,2019-10-31,8725,2019,10,3
820,2019-11-01,9901,2019,11,4
821,2019-11-02,10023,2019,11,5
822,2019-11-03,7645,2019,11,6
823,2019-11-04,9876,2019,11,0
824,2019-11-05,10632,2019,11,1
825,2019-11-06,10670,2019,11,2
826,2019-11-07,8321,2019,11,3
827,2019-11-08,8243,2019,11,4
828,2019-11-09,6008,2019,11,5
829,2019-11-10,7272,2019,11,6
830,2019-11-11,8844,2019,11,0
831,2019-11-12,6300,2019,11,1
832,2019-11-13,6974,2019,11,2
833,2019-11-14,7676,2019,11,3
834,2019-11-15,8356,2019,11,4
835,2019-11-16,5886,2019,11,5
836,2019-11-17,4739,2019,11,6
837,2019-11-18,7434,2019,11,0
838,2019-11-19,9188,2019,11,1
839,2019-11-20,9084,2019,11,2
840,2019-11-21,9157,2019,11,3
841,2019-11-22,7519,2019,11,4
842,2019-11-23,4730,2019,11,5
843,2019-11-24,4791,2019,11,6
844,2019-11-25,8371,2019,11,0
845,2019-11-26,9104,2019,11,1
846,2019-11-27,6250,2019,11,2
847,2019-11-28,2196,2019,11,3
848,2019-11-29,4290,2019,11,4
849,2019-11-30,4032,2019,11,5
1953,2019-12-01,1566,2019,12,6
1954,2019-12-02,6256,2019,12,0
1955,2019-12-03,8123,2019,12,1
1956,2019-12-04,7926,2019,12,2
1957,2019-12-05,8426,2019,12,3
1958,2019-12-06,8335,2019,12,4
1959,2019-12-07,6043,2019,12,5
1960,2019-12-08,5360,2019,12,6
1961,2019-12-09,4882,2019,12,0
1962,2019-12-10,6242,2019,12,1
1963,2019-12-11,7166,2019,12,2
1964,2019-12-12,7312,2019,12,3
1965,2019-12-13,4624,2019,12,4
1966,2019-12-14,3942,2019,12,5
1967,2019-12-15,5320,2019,12,6
1968,2019-12-16,3185,2019,12,0
1969,2019-12-17,5749,2019,12,1
1970,2019-12-18,6733,2019,12,2
1971,2019-12-19,5406,2019,12,3
1972,2019-12-20,5693,2019,12,4
1973,2019-12-21,3331,2019,12,5
1974,2019-12-22,3245,2019,12,6
1975,2019-12-23,4526,2019,12,0
1976,2019-12-24,2937,2019,12,1
1977,2019-12-25,2005,2019,12,2
1978,2019-12-26,3773,2019,12,3
1979,2019-12-27,4916,2019,12,4
1980,2019-12-28,6282,2019,12,5
1981,2019-12-29,1409,2019,12,6
1982,2019-12-30,5419,2019,12,0
1983,2019-12-31,5746,2019,12,1
